province,region,country,date,day.maxtemp_c,day.maxwind_kph,day.totalprecip_mm,day.avghumidity,day.uv,day.daily_will_it_rain
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,31.8,16.1,0.0,77,7.0,0
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,31.8,14.8,0.0,87,7.0,0
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,32.7,16.2,0.0,82,7.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,25.7,12.6,0.1,84,6.0,1
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,31.6,13.3,0.0,84,7.0,0
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,33.7,14.8,3.1,68,7.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,32.0,9.0,0.2,69,7.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2025-04-17,34.8,13.3,12.3,61,7.0,1
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-17,28.2,18.7,0.0,91,6.0,0
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,32.1,16.2,1.4,87,7.0,1
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,30.6,13.3,0.0,85,7.0,0
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-17,31.6,13.3,0.0,84,7.0,0
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,33.1,11.2,2.6,71,7.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,33.3,12.6,2.6,71,7.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,30.9,19.1,0.0,80,7.0,0
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-17,35.2,14.4,3.0,68,8.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2025-04-17,30.9,19.1,0.0,80,7.0,0
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-17,30.9,19.1,0.0,80,7.0,0
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,35.6,17.6,12.4,60,8.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2025-04-18,29.9,20.2,1.0,79,7.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,29.8,22.3,0.2,82,6.0,1
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,33.6,10.9,0.3,85,7.0,1
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,35.5,19.4,1.4,65,8.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2025-04-18,29.8,22.3,0.2,82,6.0,1
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,36.3,16.2,2.7,67,8.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,33.2,24.1,0.0,78,8.0,0
Bình Dương,Đông Nam Bộ,Vietnam,2025-04-18,37.7,19.8,1.6,62,8.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2025-04-18,35.4,16.9,1.4,69,8.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,32.3,20.5,1.3,77,8.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,35.0,11.9,0.3,65,7.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,35.8,16.6,3.6,62,8.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,34.2,15.5,0.1,74,7.0,1
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,33.8,13.7,1.14,84,7.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2025-04-18,37.1,10.8,0.3,68,8.0,1
Đắk Nông,Tây Nguyên,Vietnam,2025-04-18,37.1,10.8,0.3,68,8.0,1
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,33.8,11.5,1.2,65,7.0,1
Đồng Nai,Đông Nam Bộ,Vietnam,2025-04-18,37.7,19.8,1.6,62,8.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,35.6,12.2,8.6,60,8.0,1
Gia Lai,Tây Nguyên,Vietnam,2025-04-18,33.1,14.0,2.9,67,7.0,1
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,29.9,29.9,0.0,58,7.0,0
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2025-04-18,31.4,20.5,0.0,87,7.0,0
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2025-04-18,33.2,19.4,1.48,82,7.0,1
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,31.2,12.6,0.0,77,7.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2025-04-18,27.6,17.6,2.4,86,6.0,1
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2025-04-18,28.0,18.7,1.1,86,6.0,1
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,35.8,16.6,3.6,62,8.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2025-04-18,37.7,19.8,1.6,62,8.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,34.6,10.1,0.1,82,7.0,1
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2025-04-18,31.4,20.5,0.0,87,7.0,0
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,31.4,18.0,0.0,82,7.0,0
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,31.2,17.1,1.5,72,7.0,1
Kon Tum,Tây Nguyên,Vietnam,2025-04-18,33.1,14.0,2.9,67,7.0,1
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,25.6,8.8,1.9,62,6.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2025-04-18,28.4,5.7,0.2,79,6.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,32.2,16.6,0.0,79,7.0,0
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,33.8,7.2,0.0,60,7.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,36.1,19.1,5.2,65,8.0,1
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2025-04-18,31.4,20.5,0.0,87,7.0,0
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,32.4,10.4,0.0,80,7.0,0
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-18,31.4,20.5,0.0,87,7.0,0
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,30.8,19.8,0.0,81,7.0,0
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2025-04-18,32.9,23.0,0.0,81,7.0,0
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,33.2,24.1,0.0,78,8.0,0
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,34.9,19.8,2.4,75,7.0,1
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,33.8,13.7,1.14,84,7.0,1
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,33.2,15.1,0.8,79,7.0,1
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,27.6,8.3,0.0,90,6.0,0
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,33.9,14.0,0.0,78,7.0,0
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,35.5,19.4,1.4,65,8.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,33.8,11.5,1.2,65,7.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2025-04-18,36.3,19.8,2.8,55,8.0,1
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-18,31.1,22.7,0.0,90,7.0,0
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,33.4,16.2,0.0,84,7.0,0
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,33.8,16.9,0.0,85,7.0,0
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-18,33.9,14.0,0.0,78,7.0,0
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,36.3,16.2,2.7,67,8.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,36.2,18.7,1.5,68,8.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,32.9,23.0,0.0,81,7.0,0
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-18,36.3,18.0,5.0,63,8.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2025-04-18,32.9,23.0,0.0,81,7.0,0
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-18,32.9,23.0,0.0,81,7.0,0
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,34.7,14.8,2.7,62,7.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2025-04-19,29.5,20.5,0.5,77,6.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,34.9,23.4,0.0,75,7.0,0
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,34.0,13.7,0.0,77,7.0,0
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,35.9,21.6,0.0,64,9.0,0
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2025-04-19,34.9,23.4,0.0,75,7.0,0
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,36.3,14.0,0.0,65,8.0,0
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,31.7,22.7,0.1,78,7.0,1
Bình Dương,Đông Nam Bộ,Vietnam,2025-04-19,37.2,20.5,0.4,59,8.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2025-04-19,35.2,18.4,0.0,66,8.0,0
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,32.7,23.0,0.3,75,7.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,35.7,13.0,0.0,64,8.0,0
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,36.7,16.2,0.3,60,8.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,36.8,19.1,0.5,65,8.0,1
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,31.1,11.9,0.0,85,7.0,0
Đắk Lắk,Tây Nguyên,Vietnam,2025-04-19,36.7,10.4,0.6,67,8.0,1
Đắk Nông,Tây Nguyên,Vietnam,2025-04-19,36.7,10.4,0.6,67,8.0,1
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,33.9,12.2,0.3,58,7.0,1
Đồng Nai,Đông Nam Bộ,Vietnam,2025-04-19,37.2,20.5,0.4,59,8.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,36.2,18.4,2.4,60,8.0,1
Gia Lai,Tây Nguyên,Vietnam,2025-04-19,33.4,13.0,1.5,69,7.0,1
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,29.9,21.6,0.5,53,6.0,1
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2025-04-19,30.8,22.3,0.0,84,7.0,0
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2025-04-19,36.1,21.6,1.89,75,8.0,1
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,32.4,13.8,0.0,80,7.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2025-04-19,31.2,20.2,0.0,84,7.0,0
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2025-04-19,30.5,19.1,0.0,84,7.0,0
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,36.7,16.2,0.3,60,8.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2025-04-19,37.2,20.5,0.4,59,8.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,34.7,14.0,5.02,78,7.0,1
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2025-04-19,30.8,22.3,0.0,84,7.0,0
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,30.1,16.2,0.1,81,7.0,1
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,32.4,15.5,2.49,72,7.0,1
Kon Tum,Tây Nguyên,Vietnam,2025-04-19,33.4,13.0,1.5,69,7.0,1
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,25.6,6.6,0.9,58,6.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2025-04-19,28.5,6.9,0.2,77,6.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,34.8,20.2,0.5,65,7.0,1
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,34.9,6.5,0.0,56,7.0,0
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,36.0,19.4,0.2,62,8.0,1
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2025-04-19,30.8,22.3,0.0,84,7.0,0
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,32.3,14.4,0.0,83,7.0,0
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-19,30.8,22.3,0.0,84,7.0,0
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,30.5,18.7,0.0,79,7.0,0
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2025-04-19,36.2,16.9,5.97,76,8.0,1
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,31.7,22.7,0.1,78,7.0,1
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,31.7,18.0,1.04,87,7.0,1
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,31.1,11.9,0.0,85,7.0,0
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,32.1,15.8,0.0,81,7.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,27.1,11.9,0.2,89,6.0,1
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,32.0,13.0,0.0,83,7.0,0
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,35.9,21.6,0.0,64,9.0,0
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,33.9,12.2,0.3,58,7.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2025-04-19,35.9,17.8,3.5,57,8.0,1
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-19,30.0,23.4,0.0,86,6.0,0
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,34.5,22.3,2.47,79,7.0,1
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,31.5,19.4,0.0,86,7.0,0
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-19,32.0,13.0,0.0,83,7.0,0
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,36.3,14.0,0.0,65,8.0,0
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,36.5,19.8,0.2,66,8.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,36.2,16.9,5.97,76,8.0,1
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-19,36.2,16.2,0.4,61,8.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2025-04-19,36.2,16.9,5.97,76,8.0,1
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-19,36.2,16.9,5.97,76,8.0,1
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,38.1,19.4,0.12,54,9.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2025-04-20,29.0,21.6,0.0,76,7.0,0
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,33.8,29.2,0.13,76,7.0,1
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,34.1,11.2,1.63,77,7.0,1
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,35.2,20.9,0.22,64,8.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2025-04-20,33.8,29.2,0.13,76,7.0,1
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,37.0,17.6,0.03,63,9.0,0
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,31.9,20.9,0.0,76,8.0,0
Bình Dương,Đông Nam Bộ,Vietnam,2025-04-20,37.4,26.6,0.0,59,9.0,0
Bình Phước,Đông Nam Bộ,Vietnam,2025-04-20,38.6,20.9,0.0,65,9.0,0
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,32.3,20.9,0.0,74,8.0,0
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,36.3,13.3,0.38,66,8.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,38.3,24.5,0.01,59,9.0,0
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,36.7,18.0,1.72,68,9.0,1
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,29.4,18.4,0.25,82,6.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2025-04-20,38.2,8.6,2.12,60,8.0,1
Đắk Nông,Tây Nguyên,Vietnam,2025-04-20,38.2,8.6,2.12,60,8.0,1
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,31.4,11.2,6.19,74,7.0,1
Đồng Nai,Đông Nam Bộ,Vietnam,2025-04-20,37.4,26.6,0.0,59,9.0,0
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,38.8,27.7,0.0,57,9.0,0
Gia Lai,Tây Nguyên,Vietnam,2025-04-20,36.6,12.2,0.0,57,9.0,0
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,30.2,25.6,0.01,55,7.0,0
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2025-04-20,30.3,23.8,0.27,84,7.0,1
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2025-04-20,35.8,23.8,0.81,73,8.0,1
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,32.9,13.3,0.38,75,7.0,1
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2025-04-20,29.7,21.6,0.25,85,6.0,1
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2025-04-20,29.3,20.5,0.21,84,6.0,1
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,38.3,24.5,0.01,59,9.0,0
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2025-04-20,37.4,26.6,0.0,59,9.0,0
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,37.4,14.8,1.05,68,8.0,1
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2025-04-20,30.3,23.8,0.27,84,7.0,1
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,29.5,14.8,0.0,79,7.0,0
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,32.0,27.0,0.02,69,8.0,0
Kon Tum,Tây Nguyên,Vietnam,2025-04-20,36.6,12.2,0.0,57,9.0,0
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,28.0,7.2,1.54,62,6.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2025-04-20,32.3,8.6,0.0,65,8.0,0
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,33.2,20.9,0.11,67,7.0,1
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,38.1,7.6,1.18,54,8.0,1
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,36.2,22.3,0.03,61,9.0,0
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2025-04-20,30.3,23.8,0.27,84,7.0,1
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,32.9,14.4,0.13,76,7.0,1
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-20,30.3,23.8,0.27,84,7.0,1
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,29.4,14.4,0.0,77,7.0,0
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2025-04-20,36.3,21.2,3.56,73,8.0,1
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,31.9,20.9,0.0,76,8.0,0
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,31.3,22.7,0.64,79,8.0,1
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,29.4,18.4,0.25,82,6.0,1
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,31.3,18.7,0.0,75,8.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,27.1,10.8,0.51,86,6.0,1
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,32.1,18.4,7.43,79,7.0,1
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,35.2,20.9,0.22,64,8.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,31.4,11.2,6.19,74,7.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2025-04-20,38.2,27.7,0.0,51,9.0,0
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2025-04-20,28.1,23.4,0.58,87,6.0,1
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,34.6,22.0,0.45,77,7.0,1
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,33.7,21.2,2.25,81,7.0,1
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-20,32.1,18.4,7.43,79,7.0,1
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,37.0,17.6,0.03,63,9.0,0
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,35.4,19.4,0.11,66,9.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,36.3,21.2,3.56,73,8.0,1
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-20,38.7,23.8,0.0,59,9.0,0
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2025-04-20,36.3,21.2,3.56,73,8.0,1
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-20,36.3,21.2,3.56,73,8.0,1
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-21,36.7,15.1,0.24,55,8.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2025-04-21,29.9,24.5,0.22,77,6.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-21,33.8,28.1,0.73,79,7.0,1
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-21,30.8,8.6,1.24,85,7.0,1
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-21,35.5,24.8,0.12,64,8.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2025-04-21,33.8,28.1,0.73,79,7.0,1
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-21,36.6,18.0,1.61,65,8.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-21,32.5,20.2,0.01,79,8.0,0
Bình Dương,Đông Nam Bộ,Vietnam,2025-04-21,38.4,26.3,0.01,61,9.0,0
Bình Phước,Đông Nam Bộ,Vietnam,2025-04-21,38.6,21.2,0.0,65,9.0,0
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-21,33.1,23.0,0.13,74,8.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-21,36.1,17.6,0.11,64,8.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-21,39.4,23.8,0.04,61,8.0,0
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-21,30.2,17.6,0.03,74,7.0,0
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-21,30.0,19.8,0.32,81,6.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2025-04-21,39.2,9.0,0.0,53,9.0,0
Đắk Nông,Tây Nguyên,Vietnam,2025-04-21,39.2,9.0,0.0,53,9.0,0
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-21,31.7,9.7,1.61,66,7.0,1
Đồng Nai,Đông Nam Bộ,Vietnam,2025-04-21,38.4,26.3,0.01,61,9.0,0
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-21,39.3,20.2,0.22,59,8.0,1
Gia Lai,Tây Nguyên,Vietnam,2025-04-21,37.2,10.8,0.0,48,9.0,0
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2025-04-21,30.4,32.8,0.0,61,8.0,0
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2025-04-21,30.7,23.8,3.3,84,7.0,1
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2025-04-21,35.6,27.7,0.01,76,8.0,0
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2025-04-21,33.3,16.2,0.0,77,7.0,0
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2025-04-21,30.2,23.4,3.94,86,7.0,1
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2025-04-21,30.1,22.7,3.39,86,7.0,1
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2025-04-21,39.4,23.8,0.04,61,8.0,0
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2025-04-21,38.4,26.3,0.01,61,9.0,0
